pattern_id	join_pattern	n_tables	n_queries	sec_seq	none_seq	additional_at_least_seq	sec_postfilter	none_postfilter	additional_at_least_postfilter	sec_tree_batch_cext	sec_hybrid	switch_to_hybrid	sec_seq_parallel	none_seq_parallel	additional_at_least_seq_parallel	sec_postfilter_parallel	none_postfilter_parallel	additional_at_least_postfilter_parallel	sec_tree_batch_cext_parallel
80	(('c.postid', '=', 'p.id'), ('p.id', '=', 'pl.relatedpostid'), ('p.id', '=', 'v.postid'), ('p.owneruserid', '=', 'u.id'))	5	5	0.446035	0	0.0	0.65476	0	0.0	1.547334	0.654516	SeqProc	0.49902599999999997	0	0.0	0.54119	0	0.0	2.341289
81	(('c.postid', '=', 'p.id'), ('c.userid', '=', 'u.id'), ('u.id', '=', 'v.userid'))	4	8	1.1889090000000002	0	0.0	4.337544	0	0.0	2.395973	2.295653	TreeBatchCext	1.500799	0	0.0	2.984258	0	0.0	2.493122
82	(('c.postid', '=', 'p.id'), ('c.userid', '=', 'u.id'))	3	10	0.579794	0	0.0	0.174988	0	0.0	0.692636	0.697707	TreeBatchCext	0.70539	0	0.0	0.165085	0	0.0	0.776188
83	(('c.postid', '=', 'p.id'), ('c.userid', '=', 'u.id'), ('p.id', '=', 'pl.postid'), ('u.id', '=', 'v.userid'))	5	16	2.6512810000000004	0	0.0	2.539651	0	0.0	2.049199	1.985503	TreeBatchCext	2.6911000000000005	0	0.0	1.69214	0	0.0	2.187235
84	(('c.postid', '=', 'p.id'), ('c.userid', '=', 'u.id'), ('p.id', '=', 'pl.postid'))	4	8	0.35064199999999995	0	0.0	0.081228	0	0.0	2.098776	1.904155	TreeBatchCext	0.38033399999999995	0	0.0	0.097899	0	0.0	2.172654
85	(('c.postid', '=', 'p.id'), ('c.userid', '=', 'u.id'), ('p.id', '=', 'ph.postid'), ('u.id', '=', 'v.userid'))	5	16	18.586288	0	0.0	38.435814	0	0.0	4.721335	4.717639	TreeBatchCext	15.167306000000004	0	0.0	26.729808	0	0.0	4.905655
86	(('c.postid', '=', 'p.id'), ('c.userid', '=', 'u.id'), ('p.id', '=', 'ph.postid'))	4	18	2.605724999999999	0	0.0	0.852012	0	0.0	5.021553	4.885151	TreeBatchCext	2.5452859999999995	0	0.0	0.661771	0	0.0	5.187104
87	(('c.postid', '=', 'p.id'), ('c.userid', '=', 'u.id'), ('p.id', '=', 'ph.postid'), ('p.id', '=', 'pl.postid'), ('u.id', '=', 'v.userid'))	6	16	7.7645100000000005	0	0.0	14.989518	0	0.0	2.836289	2.740335	TreeBatchCext	7.136805	0	0.0	10.713179	0	0.0	3.017428
88	(('c.postid', '=', 'p.id'), ('c.userid', '=', 'u.id'), ('p.id', '=', 'ph.postid'), ('p.id', '=', 'pl.postid'))	5	8	0.5316770000000001	0	0.0	0.240858	0	0.0	2.748265	2.593712	TreeBatchCext	0.564723	0	0.0	0.225661	0	0.0	2.836346
89	(('p.id', '=', 'ph.postid'), ('p.id', '=', 'pl.relatedpostid'))	3	22	0.8667770000000002	0	0.0	0.115921	0	0.0	1.461265	0.197	PostFilter	1.026605	0	0.0	0.119645	0	0.0	1.398836
90	(('b.userid', '=', 'u.id'), ('c.postid', '=', 'p.id'), ('c.userid', '=', 'u.id'))	4	14	11.687319	0	0.0	10.336833	0	0.0	2.579308	2.727486	TreeBatchCext	8.512296	0	0.0	5.339094	0	0.0	2.671434
91	(('c.postid', '=', 'p.id'), ('p.id', '=', 'ph.postid'), ('p.id', '=', 'pl.relatedpostid'))	4	22	1.591234	0	0.0	0.331167	0	0.0	1.699519	1.630637	TreeBatchCext	1.87283	0	0.0	0.272146	0	0.0	1.785332
92	(('b.userid', '=', 'u.id'), ('c.postid', '=', 'p.id'), ('c.userid', '=', 'u.id'), ('p.id', '=', 'pl.relatedpostid'))	5	28	9.136839	0	0.0	3.602295	0	0.0	2.309792	2.194715	TreeBatchCext	8.254058	0	0.0	2.538193	0	0.0	2.624706
